City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,island harbour,50.724,-1.2758,12.21,79,6,0.45,GB,1718063607
366,harstad,68.799,16.5293,12.67,76,99,0.89,NO,1718063607
367,radford,37.1318,-80.5764,21.51,55,40,3.09,US,1718063607
368,miquelon,47.0975,-56.3814,8.0,97,100,5.5,PM,1718063607
369,betio village,1.358,172.9211,27.02,74,56,5.04,KI,1718063607
370,peace river,56.2501,-117.286,20.17,48,75,5.66,CA,1718063607
371,newman,37.3138,-121.0208,35.13,15,0,1.19,US,1718063607
372,taoudenni,22.6783,-3.9836,37.56,13,1,6.67,ML,1718063607
373,freetown,8.484,-13.2299,26.84,78,75,5.14,SL,1718063607
374,san antonio de pale,-1.4014,5.6325,24.91,83,73,4.75,GQ,1718063607
375,witzenhausen,51.3333,9.8667,9.97,78,91,6.62,DE,1718063607
376,manta,-0.95,-80.7333,24.88,69,40,5.14,EC,1718063607
377,quellon,-43.1167,-73.6167,10.75,93,100,9.32,CL,1718063607
378,malangali,-8.5667,34.85,13.3,77,5,5.6,TZ,1718063607
379,begamganj,23.6,78.3333,31.55,42,100,5.99,IN,1718063607
380,torghay,49.6339,63.4981,16.81,79,0,3.38,KZ,1718063607
381,kirensk,57.7853,108.1119,17.54,60,80,0.55,RU,1718063607
382,tobruk,32.0836,23.9764,23.34,72,0,2.73,LY,1718063607
383,yanam,16.7333,82.2167,26.15,86,92,1.29,IN,1718063607
384,gifu-shi,35.4229,136.7604,27.2,66,3,0.52,JP,1718063309
385,hamilton,39.1834,-84.5333,18.21,63,100,5.14,US,1718063608
386,bet dagan,32.0014,34.8303,25.83,90,0,3.09,IL,1718063608
387,magadan,59.5667,150.8,10.85,73,100,0.95,RU,1718063608
388,afaahiti,-17.75,-149.2833,25.93,83,100,8.96,PF,1718063608
389,keflavik,64.0049,-22.5624,7.95,93,40,4.12,IS,1718063608
390,sabha,27.0377,14.4283,31.92,11,0,3.99,LY,1718063608
391,caleta de carquin,-11.0925,-77.6267,18.27,83,30,5.04,PE,1718063608
392,mangrol,21.1167,70.1167,28.84,78,21,6.12,IN,1718063608
393,sihanoukville,10.6093,103.5296,27.51,79,100,2.72,KH,1718063608
394,pandan,14.0453,124.1694,29.75,75,16,1.42,PH,1718063608
395,kenai,60.5544,-151.2583,20.01,54,100,8.23,US,1718063608
396,santiago del torno,-17.9833,-63.3833,25.42,58,6,3.62,BO,1718063608
397,vadso,70.0744,29.7487,5.49,100,100,6.17,NO,1718063608
398,kidal,18.4411,1.4078,31.86,31,7,4.75,ML,1718063608
399,mudbidri,13.0833,74.9833,23.79,94,75,1.54,IN,1718063608
400,riberalta,-10.9833,-66.1,27.3,58,81,0.59,BO,1718063608
401,kabwe,-14.4469,28.4464,11.92,71,29,3.49,ZM,1718063609
402,lae,-6.7221,146.9847,26.37,63,18,0.3,PG,1718063609
403,kristiansund,63.1115,7.732,10.07,87,100,3.09,NO,1718063609
404,barra de santo antonio,-9.4047,-35.5072,24.6,73,67,5.32,BR,1718063609
405,katsuura,35.1333,140.3,22.49,72,16,1.73,JP,1718063609
406,verdal,63.7933,11.4817,10.02,93,100,4.37,NO,1718063609
407,agogo,6.8,-1.0819,22.41,95,58,3.35,GH,1718063609
408,palikir - national government center,6.9248,158.1611,29.47,79,75,5.14,FM,1718063609
409,aasiaat,68.7098,-52.8699,0.43,79,53,4.79,GL,1718063609
410,rongelap,11.1635,166.8941,28.3,81,6,9.09,MH,1718063609
411,san luis del palmar,-27.5079,-58.5545,24.44,73,0,2.69,AR,1718063609
412,crane,31.3974,-102.3501,33.13,29,0,1.66,US,1718063609
413,pariaman,-0.619,100.12,26.03,84,91,1.84,ID,1718063609
414,denison,33.7557,-96.5367,26.06,78,100,2.68,US,1718063362
415,ji'an,27.1172,114.9793,25.21,95,94,1.81,CN,1718063609
416,boguchany,58.3814,97.4531,12.14,84,97,0.89,RU,1718063609
417,robinson,31.4677,-97.1147,30.4,68,0,6.69,US,1718063314
418,tsiroanomandidy,-18.7667,46.0333,13.53,88,54,1.21,MG,1718063609
419,thoothukudi,8.8054,78.1453,28.83,67,99,2.88,IN,1718063610
420,helong,42.5397,128.9972,25.9,46,48,2.27,CN,1718063610
421,al kharijah,25.4514,30.5464,27.97,17,0,3.56,EG,1718063610
422,itaituba,-4.2761,-55.9836,26.37,80,66,1.0,BR,1718063487
423,kavieng,-2.5744,150.7967,29.2,75,97,4.63,PG,1718063610
424,neiafu,-18.65,-173.9833,25.43,64,66,7.23,TO,1718063610
425,tamanrasset,22.785,5.5228,27.95,7,0,2.06,DZ,1718063610
426,oriximina,-1.7656,-55.8661,24.72,93,58,1.9,BR,1718063610
427,tucumcari,35.1717,-103.725,22.19,71,100,1.56,US,1718063610
428,natal,-5.795,-35.2094,25.36,78,40,3.09,BR,1718063369
429,coari,-4.085,-63.1414,24.82,90,15,0.66,BR,1718063610
430,san luis de la loma,17.2706,-100.8939,27.26,75,100,4.87,MX,1718063610
431,rocky mountain house,52.3668,-114.9188,23.06,28,82,4.63,CA,1718063610
432,labrador city,52.9463,-66.9114,15.95,69,75,5.81,CA,1718063610
433,suez,29.9737,32.5263,23.22,77,0,3.82,EG,1718063610
434,fort st. john,56.2499,-120.8529,21.94,37,75,6.69,CA,1718063610
435,jalalabad,34.4265,70.4515,28.39,21,0,2.19,AF,1718063610
436,heroica caborca,30.7167,-112.15,35.41,10,58,8.46,MX,1718063549
437,troy,42.6056,-83.1499,20.8,47,0,2.57,US,1718063122
438,aktau,43.65,51.2,26.32,48,99,4.71,KZ,1718063610
439,leava,-14.3,-178.1667,27.86,71,52,6.99,WF,1718063610
440,were ilu,10.6,39.4333,13.05,74,91,1.6,ET,1718063610
441,ulaangom,49.9811,92.0667,19.5,49,98,0.65,MN,1718063610
442,cidade velha,14.9167,-23.6167,23.26,78,20,6.17,CV,1718063610
443,menongue,-14.6585,17.691,11.03,55,2,2.15,AO,1718063611
444,el aioun,34.5832,-2.5061,19.9,62,100,0.65,MA,1718063611
445,mana,5.6592,-53.7767,26.17,86,88,3.73,GF,1718063611
446,siwa oasis,29.2041,25.5195,28.19,25,0,2.88,EG,1718063611
447,shendi,16.6915,33.4341,33.31,40,47,3.93,SD,1718063611
448,hami,42.8,93.45,27.86,21,2,4.29,CN,1718063611
449,san pedro pochutla,15.7333,-96.4667,26.84,67,94,2.14,MX,1718063611
450,saudarkrokur,65.7461,-19.6394,5.34,84,94,0.73,IS,1718063611
451,kudahuvadhoo,2.6708,72.8944,28.25,76,51,5.57,MV,1718063611
452,katsuren-haebaru,26.3369,127.8719,25.22,94,100,3.09,JP,1718063611
453,impfondo,1.6381,18.0667,22.99,90,95,1.03,CG,1718063611
454,adjumani,3.3779,31.7909,18.51,96,66,0.94,UG,1718063611
455,sanibel,26.449,-82.0223,31.7,80,40,2.68,US,1718063611
456,ta`u,-14.2336,-169.5144,27.19,78,47,8.89,AS,1718063611
457,salekhard,66.53,66.6019,5.22,89,54,2.68,RU,1718063549
458,taulaga,-11.0553,-171.0883,28.68,77,18,7.61,AS,1718063611
459,yung shue wan,22.2333,114.1167,29.26,88,83,2.96,HK,1718063611
460,touros,-5.1989,-35.4608,24.9,80,46,5.84,BR,1718063611
461,vilyuysk,63.7553,121.6247,21.17,37,53,2.56,RU,1718063611
462,sikasso,10.9167,-7.0,28.46,56,67,1.55,ML,1718063611
463,nemuro,43.3236,145.575,11.89,97,100,2.38,JP,1718063611
464,ad dilam,23.9915,47.1627,32.23,13,0,2.14,SA,1718063611
465,merizo village,13.2658,144.6691,29.99,91,100,4.72,GU,1718063611
466,sicuani,-14.2694,-71.2261,9.88,36,17,1.15,PE,1718063612
467,north ward,-19.2454,146.8075,22.95,60,0,2.06,AU,1718063612
468,nicoya,10.1483,-85.452,25.06,94,100,1.05,CR,1718063612
469,boudjima,36.8022,4.1519,16.92,58,99,1.33,DZ,1718063612
470,great falls,47.5002,-111.3008,26.48,24,100,7.2,US,1718063612
471,turinskaya sloboda,57.6232,64.3858,12.19,91,24,3.38,RU,1718063612
472,kotel'nikovo,47.6317,43.1461,21.41,62,62,1.92,RU,1718063612
473,mitsamiouli,-11.3847,43.2844,25.67,69,19,5.76,KM,1718063612
474,mikhaylovskoye,51.8239,79.7172,19.66,83,57,3.19,RU,1718063612
475,al 'amarah,31.8406,47.1396,32.89,37,16,6.23,IQ,1718063612
476,segezha,63.7415,34.3222,9.43,85,91,5.5,RU,1718063612
477,bengkulu,-3.8004,102.2655,25.28,89,100,1.74,ID,1718063612
478,bonthe,7.5264,-12.505,26.28,85,100,3.13,SL,1718063612
479,berdigestyakh,62.0989,126.6992,20.83,39,79,0.5,RU,1718063612
480,loango,-4.6719,11.8312,21.81,100,20,1.54,CG,1718063612
481,saint-amable,45.6527,-73.2956,16.15,75,100,7.2,CA,1718063612
482,el nido,11.1858,119.3956,28.76,77,89,0.62,PH,1718063612
483,port isabel,26.0734,-97.2086,34.02,67,0,5.66,US,1718063612
484,vila velha,-20.3297,-40.2925,23.97,78,0,1.54,BR,1718063612
485,robore,-18.3333,-59.75,24.26,43,2,1.6,BO,1718063612
486,itoman,26.1247,127.6694,25.22,94,75,5.14,JP,1718063613
487,lompoc,34.6391,-120.4579,25.56,76,0,6.69,US,1718063398
488,lobujya,27.95,86.8167,0.58,54,7,0.9,NP,1718063613
489,sebdou,34.637,-1.3314,17.61,59,100,4.53,DZ,1718063613
490,woolgoolga,-30.1106,153.2007,16.93,56,1,1.05,AU,1718063613
491,twon-brass,4.3151,6.2418,26.68,85,100,5.64,NG,1718063613
492,lenino,45.2986,35.7771,22.99,67,0,1.32,UA,1718063613
493,qamdo,31.1667,97.2333,9.78,69,56,2.06,CN,1718063613
494,bayanaul,50.7889,75.6956,16.7,87,46,4.53,KZ,1718063613
495,namtsy,62.7161,129.6658,20.99,34,82,2.36,RU,1718063613
496,piraziz,40.9333,38.1333,16.9,77,0,0.0,TR,1718063613
497,valdivia,-39.8142,-73.2459,12.05,99,100,2.5,CL,1718063402
498,cobija,-11.0267,-68.7692,30.1,66,20,1.54,BO,1718063613
499,ponnani,10.767,75.9252,23.62,87,99,0.42,IN,1718063613
500,bikin,46.8161,134.26,14.9,97,100,0.92,RU,1718063613
501,alamosa,37.4695,-105.87,21.99,40,0,4.12,US,1718063613
502,corumba,-19.0092,-57.6533,24.55,40,2,0.77,BR,1718063432
503,nadym,65.5333,72.5167,14.98,61,62,5.43,RU,1718063613
504,lata,40.1629,-8.3327,12.21,91,0,0.51,PT,1718063614
505,kario ghanwar,24.8082,68.6045,28.24,79,0,7.6,PK,1718063614
506,vicksburg,32.3526,-90.8779,28.82,67,0,4.12,US,1718063614
507,barstow heights,34.8697,-117.0562,36.73,9,2,3.12,US,1718063614
508,burang,30.25,81.1667,5.36,42,40,1.83,CN,1718063614
509,gunjur,13.2019,-16.7339,26.04,83,0,3.09,GM,1718063614
510,lazaro cardenas,17.9583,-102.2,27.65,71,93,5.8,MX,1718063614
511,vrangel',42.7297,133.0839,15.89,82,15,3.25,RU,1718063614
512,puerto aysen,-45.4,-72.7,5.72,100,100,1.37,CL,1718063614
513,huilong,31.8111,121.655,22.78,82,100,4.55,CN,1718063614
514,rasht,37.2808,49.5832,23.9,100,75,0.0,IR,1718063614
515,teguise,29.0605,-13.564,19.12,73,75,5.66,ES,1718063614
516,coquimbo,-29.9533,-71.3436,12.85,100,75,1.03,CL,1718063556
517,san juan de miraflores,-12.1629,-76.9635,18.98,79,45,3.96,PE,1718063614
518,farafangana,-22.8167,47.8333,18.66,87,57,4.32,MG,1718063614
519,usogorsk,63.4106,48.6872,14.81,74,98,3.43,RU,1718063614
520,kasimov,54.9411,41.3953,16.95,91,96,2.99,RU,1718063614
521,hinis,39.3606,41.7022,10.53,86,76,2.44,TR,1718063614
522,cabo san lucas,22.8909,-109.9124,32.56,53,3,6.66,MX,1718063553
523,luau,-10.7073,22.2247,13.55,56,93,2.28,AO,1718063614
524,bertioga,-23.8544,-46.1386,23.88,83,3,3.43,BR,1718063427
525,louis trichardt,-23.0439,29.9032,7.09,89,2,1.59,ZA,1718063614
526,center,31.5107,-96.4247,26.56,77,0,0.45,US,1718063464
527,mathba,22.2855,89.9629,28.92,84,84,3.47,BD,1718063615
528,minas de marcona,-15.2119,-75.1103,12.36,81,66,3.49,PE,1718063615
529,kitgum,3.2783,32.8867,18.66,96,96,1.08,UG,1718063615
530,baikonur,45.6167,63.3167,23.69,36,11,4.43,KZ,1718063615
531,kourou,5.1552,-52.6478,25.03,91,87,1.96,GF,1718063615
532,yatou,37.15,122.3833,27.43,51,42,5.35,CN,1718063615
533,montego bay,18.4712,-77.9188,30.89,62,20,3.09,JM,1718063478
534,pasni,25.2631,63.471,28.13,88,1,5.47,PK,1718063615
535,lan sak,15.4529,99.5761,26.19,87,99,1.81,TH,1718063615
536,khamis mushait,18.3064,42.7292,22.34,56,0,0.0,SA,1718063413
537,port saint john's,-31.6229,29.5448,15.82,58,0,3.15,ZA,1718063615
538,pokhvistnevo,53.6524,52.1274,17.01,75,10,1.44,RU,1718063615
539,connell,46.6635,-118.8611,31.49,25,4,1.34,US,1718063615
540,darab,28.7519,54.5444,26.71,34,14,1.26,IR,1718063615
541,manokwari,-0.8667,134.0833,26.44,80,100,1.67,ID,1718063615
542,port hedland,-20.3167,118.5667,15.03,67,3,0.0,AU,1718063615
543,saint-pierre,-21.3393,55.4781,19.82,77,0,3.6,RE,1718063615
544,cadale,2.7603,46.3222,25.74,84,99,9.21,SO,1718063615
545,chibougamau,49.9168,-74.3659,10.79,82,100,5.66,CA,1718063615
546,salihorsk,52.7876,27.5415,16.76,97,100,2.94,BY,1718063615
547,guarapari,-20.6667,-40.4975,20.9,86,45,2.88,BR,1718063557
548,duartina,-22.4144,-49.4039,27.64,43,0,1.62,BR,1718063615
549,moyynkum,44.2914,72.9469,24.58,33,37,2.45,KZ,1718063616
550,al markaz,25.4,49.7333,31.33,30,0,2.94,SA,1718063616
551,ixtapa,20.7,-105.2,27.9,80,14,2.24,MX,1718063616
552,muntok,-2.0667,105.1833,26.81,86,98,2.75,ID,1718063616
553,guiuan,11.0333,125.7247,28.71,74,100,1.36,PH,1718063616
554,toliara,-23.35,43.6667,18.37,75,0,7.2,MG,1718063616
555,boerne,29.7947,-98.732,33.53,54,40,1.79,US,1718063616
556,isla mujeres,21.2311,-86.731,27.87,74,63,4.93,MX,1718063616
557,puerto deseado,-47.7503,-65.8938,4.9,78,97,4.85,AR,1718063616
558,nykvarn,59.8,18.3,11.01,98,9,2.35,SE,1718063616
559,pingnan,23.5543,110.3976,26.05,94,94,0.64,CN,1718063616
560,rio grande,-32.035,-52.0986,16.06,93,8,3.01,BR,1718063568
561,sinabang,2.4803,96.3801,26.59,84,99,0.73,ID,1718063616
562,tongliao,43.6125,122.2653,29.13,35,91,6.26,CN,1718063616
563,fort wellington,6.4,-57.6,26.77,84,99,3.36,GY,1718063616
564,tchintabaraden,15.8969,5.7985,33.83,37,4,5.43,NE,1718063616
565,villa maria grande,-31.6656,-59.9018,14.87,75,68,4.58,AR,1718063616
566,south portland,43.6415,-70.2409,20.4,67,100,5.14,US,1718063378
567,ke-macina,13.9623,-5.3572,35.28,33,6,5.18,ML,1718063616
568,beltran,-27.8291,-64.061,18.63,66,3,2.8,AR,1718063617
569,meulaboh,4.1363,96.1285,25.23,91,100,1.0,ID,1718063617
570,zhanaozen,43.3,52.8,27.8,33,98,7.81,KZ,1718063617
571,amahai,-3.3333,128.9167,24.12,95,100,2.17,ID,1718063617
572,amga,60.8953,131.9608,17.78,53,57,3.12,RU,1718063617
573,bikenibeu village,1.3673,173.1241,26.98,100,75,1.54,KI,1718063617
574,oyama,36.3,139.8,24.82,58,51,2.17,JP,1718063617
575,morondava,-20.2833,44.2833,20.11,70,0,4.68,MG,1718063617
